dataset,baseline,test_perturbation,top_pct,local_train_size,local_mean_similarity,local_max_similarity,local_min_similarity,performance_local_pearson_r,performance_local_l2,performance_baseline_pearson_r,performance_baseline_l2,improvement_pearson_r,improvement_l2,baseline_type,pearson_r,l2,hardness,embedding_similarity,split_fraction
adamson,lpm_gearsPertEmb,EIF2B2,0.01,1,0.989326296206826,0.989326296206826,0.989326296206826,0.9595057956894976,2.367625503281343,0.8907943523112243,3.9903868369248774,0.0687114433782734,1.6227613336435345,lpm_gearsPertEmb,0.9595057956894976,2.367625503281343,0.989326296206826,0.989326296206826,0.0163934426229508
adamson,lpm_gearsPertEmb,EIF2B2,0.05,4,0.8804623771220008,0.989326296206826,0.7807093783513829,0.9610352522962864,2.2836107432754353,0.8907943523112243,3.9903868369248774,0.0702408999850622,1.706776093649442,lpm_gearsPertEmb,0.9610352522962864,2.2836107432754353,0.8804623771220008,0.8804623771220008,0.0655737704918032
adamson,lpm_gearsPertEmb,EIF2B2,0.1,7,0.8219726527416241,0.989326296206826,0.7313321491701237,0.958551658759637,2.5286049773729604,0.8907943523112243,3.9903868369248774,0.0677573064484127,1.461781859551917,lpm_gearsPertEmb,0.958551658759637,2.5286049773729604,0.8219726527416241,0.8219726527416241,0.1147540983606557
adamson,lpm_gearsPertEmb,SRP72,0.01,1,0.8872862420145103,0.8872862420145103,0.8872862420145103,0.5295477655728957,5.881210019632883,0.7539340265027815,3.9493138661420417,-0.2243862609298857,-1.9318961534908416,lpm_gearsPertEmb,0.5295477655728957,5.881210019632883,0.8872862420145103,0.8872862420145103,0.0163934426229508
adamson,lpm_gearsPertEmb,SRP72,0.05,4,0.8456790585974535,0.8872862420145103,0.7976719310212536,0.8564342506677559,3.0326548463441387,0.7539340265027815,3.9493138661420417,0.1025002241649744,0.916659019797903,lpm_gearsPertEmb,0.8564342506677559,3.0326548463441387,0.8456790585974535,0.8456790585974535,0.0655737704918032
adamson,lpm_gearsPertEmb,SRP72,0.1,7,0.8151897345166484,0.8872862420145103,0.7659030403972744,0.8377484120723634,3.208659766417896,0.7539340265027815,3.9493138661420417,0.0838143855695818,0.7406540997241455,lpm_gearsPertEmb,0.8377484120723634,3.208659766417896,0.8151897345166484,0.8151897345166484,0.1147540983606557
adamson,lpm_gearsPertEmb,HYOU1,0.01,1,0.9185050370368136,0.9185050370368136,0.9185050370368136,0.9310752091855468,2.211649969919987,0.9043545661256048,2.395137314134016,0.026720643059942,0.1834873442140292,lpm_gearsPertEmb,0.9310752091855468,2.211649969919987,0.9185050370368136,0.9185050370368136,0.0163934426229508
adamson,lpm_gearsPertEmb,HYOU1,0.05,4,0.8976628395564098,0.9185050370368136,0.8647115884127577,0.9085611923632372,2.430710285529585,0.9043545661256048,2.395137314134016,0.0042066262376323,-0.0355729713955685,lpm_gearsPertEmb,0.9085611923632372,2.430710285529585,0.8976628395564098,0.8976628395564098,0.0655737704918032
adamson,lpm_gearsPertEmb,HYOU1,0.1,7,0.8500235973462605,0.9185050370368136,0.7842713062669462,0.907022096353759,2.3410476588440785,0.9043545661256048,2.395137314134016,0.0026675302281542,0.0540896552899377,lpm_gearsPertEmb,0.907022096353759,2.3410476588440785,0.8500235973462605,0.8500235973462605,0.1147540983606557
adamson,lpm_gearsPertEmb,DDOST,0.01,1,0.9934763742767097,0.9934763742767097,0.9934763742767097,0.8836017819578585,2.742812975373336,0.8982982584520252,2.4726886131623353,-0.0146964764941666,-0.2701243622110008,lpm_gearsPertEmb,0.8836017819578585,2.742812975373336,0.9934763742767097,0.9934763742767097,0.0163934426229508
